date,city,count_review,avg_stars,avg_diff_precip,avg_temp
2008-04-04,Charlotte,15,3.0,0.8,53.0
2008-04-06,Charlotte,10,3.0,0.02,56.5
2008-04-07,Charlotte,20,3.25,0.0,54.5
2008-04-08,Charlotte,5,3.0,0.0,57.5
2008-04-10,Charlotte,5,4.0,0.0,63.0
2008-04-13,Charlotte,25,2.6,0.04,52.5
2008-04-14,Charlotte,10,2.5,0.05,43.0
2008-04-15,Charlotte,5,2.0,0.0,48.0
2008-04-16,Charlotte,5,3.0,0.0,48.5
2008-04-18,Charlotte,15,4.3333,0.0,66.0
2008-04-20,Charlotte,10,2.5,0.0,57.0
2008-04-21,Charlotte,20,3.25,0.0,58.5
2008-04-22,Charlotte,5,5.0,0.0,62.0
2008-04-23,Charlotte,10,4.5,0.0,61.5
2008-04-25,Charlotte,10,3.5,0.0,69.0
2008-04-26,Charlotte,10,4.0,0.72,69.5
2008-04-29,Charlotte,25,3.2,0.0,52.0
2008-04-30,Charlotte,20,4.0,0.0,52.5
2008-05-01,Charlotte,20,4.5,0.0,61.5
2008-05-02,Charlotte,10,4.0,0.0,68.5
2008-05-03,Charlotte,5,3.0,0.0,68.0
2008-05-04,Charlotte,5,3.0,0.0,67.0
2008-05-05,Charlotte,20,4.5,0.01,67.5
2008-05-09,Charlotte,15,3.6667,0.07,74.0
2008-05-10,Charlotte,5,4.0,0.0,72.0
2008-05-11,Charlotte,15,3.0,0.33,63.5
2008-05-14,Charlotte,5,3.0,0.0,62.0
2008-05-17,Charlotte,5,3.0,0.0,60.0
2008-05-19,Charlotte,20,3.5,0.0,64.5
2008-05-20,Charlotte,5,4.0,0.13,71.5
2008-05-21,Charlotte,5,5.0,0.0,64.5
2008-05-22,Charlotte,5,4.0,0.0,63.0
2008-05-23,Charlotte,10,4.0,0.0,68.0
2008-05-25,Charlotte,65,3.9231,0.0,66.0
2008-05-26,Charlotte,35,3.4286,0.0,70.0
2008-05-27,Charlotte,35,4.1429,0.04,76.0
2008-05-28,Charlotte,10,2.0,1.1,64.0
2008-05-30,Charlotte,20,4.0,0.0,70.5
2008-05-31,Charlotte,50,2.7,0.0,80.0
2008-06-01,Charlotte,30,2.8333,0.0,76.5
2008-06-02,Charlotte,40,3.375,0.15,75.0
2008-06-03,Charlotte,5,4.0,0.01,76.0
2008-06-04,Charlotte,30,2.8333,0.0,81.0
2008-06-05,Charlotte,15,2.6667,0.0,82.5
2008-06-06,Charlotte,15,4.0,0.0,84.5
2008-06-09,Charlotte,5,3.0,0.0,86.5
2008-06-10,Charlotte,10,5.0,0.0,84.5
2008-06-11,Charlotte,5,4.0,0.36,81.0
2008-06-12,Charlotte,5,5.0,0.0,77.0
2008-06-14,Charlotte,15,2.0,0.0,80.5
2008-06-15,Charlotte,30,3.8333,0.0,78.5
2008-06-16,Charlotte,5,1.0,0.0,79.0
2008-06-18,Charlotte,65,4.0,0.0,72.0
2008-06-21,Charlotte,20,3.5,0.0,76.5
2008-06-25,Charlotte,15,3.6667,0.0,78.5
2008-06-26,Charlotte,5,4.0,1.5,81.0
2008-06-27,Charlotte,10,3.5,0.0,80.5
2008-06-28,Charlotte,10,2.5,0.0,80.5
2008-06-29,Charlotte,5,4.0,0.0,81.5
2008-06-30,Charlotte,15,2.0,0.0,77.0
2008-07-05,Charlotte,5,5.0,0.06,77.5
2008-07-07,Charlotte,25,4.0,0.0,75.5
2008-07-08,Charlotte,5,4.0,1.01,80.0
2008-07-09,Charlotte,10,4.5,0.2,80.0
2008-07-10,Charlotte,10,5.0,0.0,77.5
2008-07-11,Charlotte,10,4.5,0.0,80.0
2008-07-12,Charlotte,20,3.5,0.0,79.0
2008-07-13,Charlotte,15,2.6667,0.11,80.5
2008-07-14,Charlotte,15,3.6667,0.0,79.0
2008-07-15,Charlotte,25,3.8,0.0,77.0
2008-07-16,Charlotte,35,3.4286,0.0,76.0
2008-07-17,Charlotte,15,3.6667,0.0,75.5
2008-07-18,Charlotte,25,3.8,0.0,78.0
2008-07-21,Charlotte,5,4.0,0.0,83.5
2008-07-23,Charlotte,20,3.5,0.0,77.5
2008-07-24,Charlotte,20,3.0,0.0,74.0
2008-07-25,Charlotte,5,2.0,0.0,74.5
2008-07-26,Charlotte,35,3.8571,0.02,77.0
2008-07-27,Charlotte,65,3.6923,0.0,82.5
2008-07-28,Charlotte,20,4.25,0.26,80.5
2008-07-29,Charlotte,25,3.2,0.0,81.0
2008-07-30,Charlotte,35,3.7143,0.0,81.5
2008-07-31,Charlotte,15,3.6667,0.19,83.5
2008-08-01,Charlotte,55,3.0909,0.0,81.5
2008-08-02,Charlotte,55,3.1818,0.0,82.5
2008-08-03,Charlotte,30,4.1667,0.0,79.5
2008-08-05,Charlotte,45,3.0,0.0,82.0
2008-08-06,Charlotte,30,3.5,0.0,86.0
2008-08-07,Charlotte,45,3.6667,0.0,82.5
2008-08-08,Charlotte,20,3.5,0.0,79.0
2008-08-09,Charlotte,55,3.7273,0.0,74.5
2008-08-10,Charlotte,35,3.5714,0.0,80.0
2008-08-11,Charlotte,65,3.6923,0.0,76.5
2008-08-12,Charlotte,30,3.0,0.0,74.0
2008-08-13,Charlotte,10,4.5,0.25,68.0
2008-08-14,Charlotte,10,4.5,0.01,71.5
2008-08-15,Charlotte,20,3.25,0.03,77.0
2008-08-16,Charlotte,30,3.5,0.0,75.5
2008-08-17,Charlotte,5,4.0,0.29,73.5
2008-08-19,Charlotte,25,4.2,0.0,76.0
2008-08-20,Charlotte,10,4.0,0.0,78.0
2008-08-21,Charlotte,35,4.1429,0.0,78.5
2008-08-22,Charlotte,45,3.4444,0.0,76.0
2008-08-23,Charlotte,85,4.1176,0.0,77.0
2008-08-24,Charlotte,40,2.75,0.0,76.5
2008-08-25,Charlotte,20,3.25,0.25,77.5
2008-08-26,Charlotte,50,3.3,5.36,71.5
2008-08-27,Charlotte,140,3.4643,3.05,78.0
2008-08-28,Charlotte,75,3.8667,0.0,77.0
2008-08-29,Charlotte,35,3.8571,0.0,77.5
2008-08-30,Charlotte,65,3.6923,0.0,79.5
2008-08-31,Charlotte,35,4.1429,0.14,79.0
2008-09-01,Charlotte,15,4.0,0.0,78.5
2008-09-02,Charlotte,45,3.6667,0.0,73.0
2008-09-03,Charlotte,75,3.4,0.0,73.0
2008-09-04,Charlotte,55,3.8182,0.0,74.0
2008-09-05,Charlotte,90,3.4444,0.01,73.5
2008-09-06,Charlotte,30,2.6667,0.0,80.5
2008-09-07,Charlotte,50,3.6,0.0,79.0
2008-09-08,Charlotte,50,3.4,0.0,78.5
2008-09-09,Charlotte,35,3.4286,0.0,78.0
2008-09-10,Charlotte,80,3.3125,1.65,74.5
2008-09-11,Charlotte,55,3.2727,0.0,68.0
2008-09-12,Charlotte,60,3.25,0.03,77.0
2008-09-13,Charlotte,95,3.5263,0.0,78.5
2008-09-14,Charlotte,95,3.1579,0.0,79.0
2008-09-15,Charlotte,50,3.6,0.01,76.5
2008-09-16,Charlotte,70,3.8571,0.51,65.0
2008-09-17,Charlotte,55,3.5455,0.03,64.5
2008-09-18,Charlotte,45,3.1111,0.0,67.5
2008-09-19,Charlotte,45,3.4444,0.0,66.5
2008-09-20,Charlotte,145,3.7586,0.0,63.0
2008-09-21,Charlotte,30,4.0,0.0,67.5
2008-09-22,Charlotte,45,3.1111,0.0,71.5
2008-09-23,Charlotte,80,3.375,0.0,66.0
2008-09-24,Charlotte,20,3.5,0.0,64.5
2008-09-25,Charlotte,5,3.0,0.0,63.5
2008-09-26,Charlotte,25,3.8,1.31,62.5
2008-09-27,Charlotte,10,4.0,0.2,68.5
2008-09-28,Charlotte,70,4.1429,0.23,71.5
2008-09-29,Charlotte,45,3.8889,0.0,70.0
2008-09-30,Charlotte,30,3.6667,0.0,71.5
2008-10-01,Charlotte,75,3.0667,0.0,62.5
2008-10-02,Charlotte,25,3.4,0.0,55.5
2008-10-03,Charlotte,70,3.9286,0.0,59.0
2008-10-04,Charlotte,60,3.5,0.0,62.5
2008-10-05,Charlotte,65,3.7692,0.0,65.5
2008-10-06,Charlotte,35,3.2857,0.0,66.0
2008-10-07,Charlotte,15,3.3333,0.0,63.0
2008-10-08,Charlotte,60,3.3333,0.99,62.5
2008-10-09,Charlotte,70,3.5714,0.01,68.0
2008-10-10,Charlotte,40,3.875,0.01,72.0
2008-10-11,Charlotte,85,3.7647,0.0,69.0
2008-10-12,Charlotte,45,3.5556,0.0,68.0
2008-10-13,Charlotte,45,4.0,0.0,65.0
2008-10-14,Charlotte,50,4.1,0.0,65.0
2008-10-15,Charlotte,65,3.2308,0.0,65.5
2008-10-16,Charlotte,60,3.6667,0.0,67.5
2008-10-17,Charlotte,50,2.8,0.28,64.0
2008-10-18,Charlotte,45,4.0,0.0,54.0
2008-10-19,Charlotte,30,3.3333,0.0,49.0
2008-10-20,Charlotte,35,3.1429,0.0,48.5
2008-10-21,Charlotte,135,3.8519,0.0,55.5
2008-10-22,Charlotte,30,3.6667,0.0,51.5
2008-10-23,Charlotte,85,3.4706,0.0,50.5
2008-10-24,Charlotte,120,4.0,0.05,55.0
2008-10-25,Charlotte,15,3.6667,0.15,58.0
2008-10-26,Charlotte,35,3.7143,0.0,52.5
2008-10-27,Charlotte,100,3.65,0.0,47.0
2008-10-28,Charlotte,70,3.3571,0.0,43.5
2008-10-29,Charlotte,55,4.0909,0.0,46.5
2008-10-30,Charlotte,20,4.25,0.0,46.0
2008-10-31,Charlotte,90,3.7778,0.0,48.0
2008-11-01,Charlotte,40,3.5,0.0,53.0
2008-11-02,Charlotte,20,4.75,0.0,56.0
2008-11-03,Charlotte,5,4.0,0.12,54.0
2008-11-04,Charlotte,85,3.6471,0.0,57.5
2008-11-05,Charlotte,25,4.2,0.0,59.5
2008-11-06,Charlotte,40,3.625,0.0,59.5
2008-11-07,Charlotte,40,3.5,0.0,57.5
2008-11-08,Charlotte,65,3.5385,0.01,54.5
2008-11-09,Charlotte,15,3.6667,0.0,48.0
2008-11-10,Charlotte,60,3.4167,0.0,44.0
2008-11-11,Charlotte,30,3.3333,0.0,47.5
2008-11-12,Charlotte,15,3.0,0.0,49.5
2008-11-13,Charlotte,5,4.0,0.09,52.5
2008-11-14,Charlotte,35,3.0,0.86,57.5
2008-11-15,Charlotte,35,3.2857,0.03,56.0
2008-11-16,Charlotte,75,3.8,0.0,43.5
2008-11-17,Charlotte,20,3.25,0.0,41.5
2008-11-18,Charlotte,55,3.7273,0.0,33.5
2008-11-19,Charlotte,40,3.375,0.0,31.5
2008-11-20,Charlotte,65,3.3846,0.0,43.5
2008-11-21,Charlotte,70,3.5,0.0,32.5
2008-11-22,Charlotte,40,3.625,0.0,29.0
2008-11-23,Charlotte,20,3.25,0.0,41.0
2008-11-24,Charlotte,15,4.3333,0.16,38.5
2008-11-25,Charlotte,10,4.5,0.04,41.0
2008-11-26,Charlotte,10,5.0,0.0,37.5
2008-11-27,Charlotte,30,3.5,0.0,43.0
2008-11-28,Charlotte,5,3.0,0.0,49.5
2008-11-29,Charlotte,5,4.0,0.23,45.0
2008-11-30,Charlotte,55,3.6364,1.21,40.0
2008-12-01,Charlotte,15,4.6667,0.0,40.5
2008-12-02,Charlotte,10,2.5,0.0,36.0
2008-12-03,Charlotte,50,3.1,0.0,36.0
2008-12-04,Charlotte,40,3.5,0.0,43.0
2008-12-05,Charlotte,45,2.7778,0.0,44.5
2008-12-06,Charlotte,10,4.0,0.0,36.5
2008-12-07,Charlotte,25,4.2,0.0,36.5
2008-12-08,Charlotte,50,3.3,0.0,35.5
2008-12-09,Charlotte,20,3.0,0.0,52.0
2008-12-10,Charlotte,40,3.25,0.75,62.5
2008-12-11,Charlotte,30,3.5,1.64,60.0
2008-12-12,Charlotte,35,3.7143,0.2,42.5
2008-12-13,Charlotte,10,3.0,0.0,36.0
2008-12-14,Charlotte,30,3.8333,0.1,35.5
2008-12-15,Charlotte,15,3.6667,0.0,54.5
2008-12-16,Charlotte,10,4.0,0.0,53.5
2008-12-17,Charlotte,25,4.0,0.02,50.0
2008-12-18,Charlotte,10,2.5,0.0,57.5
2008-12-19,Charlotte,30,3.3333,0.0,61.5
2008-12-20,Charlotte,75,3.4,0.22,62.5
2008-12-21,Charlotte,15,4.0,0.14,47.0
2008-12-22,Charlotte,5,4.0,0.0,28.5
2008-12-23,Charlotte,10,5.0,0.0,33.5
2008-12-24,Charlotte,5,5.0,0.02,48.5
2008-12-25,Charlotte,5,3.0,0.05,58.5
2008-12-26,Charlotte,20,3.75,0.0,48.0
2008-12-27,Charlotte,80,3.75,0.01,50.0
2008-12-28,Charlotte,15,3.0,0.07,60.5
2008-12-29,Charlotte,25,4.0,0.01,51.0
2008-12-30,Charlotte,30,3.6667,0.0,50.5
2008-12-31,Charlotte,10,3.0,0.0,40.5
2009-01-01,Charlotte,15,4.6667,0.0,31.5
2009-01-02,Charlotte,60,4.1667,0.02,36.0
2009-01-03,Charlotte,15,3.6667,0.01,43.5
2009-01-04,Charlotte,15,3.0,0.51,51.5
2009-01-05,Charlotte,5,3.0,0.04,60.0
2009-01-06,Charlotte,40,3.125,1.31,57.0
2009-01-07,Charlotte,10,4.0,0.34,54.5
2009-01-08,Charlotte,30,4.3333,0.0,44.0
2009-01-09,Charlotte,40,4.0,0.0,37.0
2009-01-10,Charlotte,15,3.6667,0.02,44.0
2009-01-11,Charlotte,20,3.75,0.06,47.0
2009-01-12,Charlotte,35,3.1429,0.0,38.5
2009-01-13,Charlotte,25,2.6,0.0,37.5
2009-01-14,Charlotte,35,3.5714,0.0,33.0
2009-01-15,Charlotte,5,3.0,0.0,33.5
2009-01-16,Charlotte,10,3.5,0.0,21.0
2009-01-17,Charlotte,35,2.7143,0.0,22.0
2009-01-18,Charlotte,25,4.4,0.0,36.0
2009-01-19,Charlotte,20,3.75,0.0,37.0
2009-01-20,Charlotte,20,3.25,0.0,29.0
2009-01-21,Charlotte,15,3.3333,0.0,27.0
2009-01-22,Charlotte,35,3.7143,0.0,35.0
2009-01-23,Charlotte,190,3.6053,0.0,44.0
2009-01-24,Charlotte,15,3.3333,0.0,52.0
2009-01-25,Charlotte,20,3.5,0.0,40.0
2009-01-26,Charlotte,20,3.5,0.0,41.0
2009-01-27,Charlotte,30,3.1667,0.0,40.5
2009-01-28,Charlotte,60,3.8333,0.21,50.0
2009-01-29,Charlotte,20,3.5,0.0,41.5
2009-01-30,Charlotte,10,3.0,0.0,38.0
2009-01-31,Charlotte,50,3.5,0.0,36.0
2009-02-01,Charlotte,25,4.2,0.0,44.5
2009-02-02,Charlotte,50,3.8,0.3,47.5
2009-02-03,Charlotte,5,4.0,0.01,37.0
2009-02-05,Charlotte,10,3.0,0.0,26.0
2009-02-06,Charlotte,10,4.0,0.0,37.5
2009-02-07,Charlotte,10,3.0,0.0,52.0
2009-02-08,Charlotte,30,3.1667,0.0,57.5
2009-02-09,Charlotte,30,3.5,0.0,54.0
2009-02-10,Charlotte,15,4.0,0.0,58.5
2009-02-11,Charlotte,10,4.0,0.19,61.0
2009-02-12,Charlotte,20,3.5,0.0,56.0
2009-02-13,Charlotte,50,3.5,0.0,55.0
2009-02-14,Charlotte,15,3.6667,0.06,49.0
2009-02-15,Charlotte,30,2.6667,0.02,46.0
2009-02-16,Charlotte,45,3.3333,0.18,41.0
2009-02-17,Charlotte,40,3.75,0.0,34.0
2009-02-18,Charlotte,50,3.1,0.42,47.5
2009-02-19,Charlotte,55,3.3636,0.0,43.0
2009-02-20,Charlotte,10,4.5,0.0,35.5
2009-02-21,Charlotte,10,3.0,0.0,37.0
2009-02-22,Charlotte,35,4.1429,0.0,37.0
2009-02-23,Charlotte,20,3.75,0.0,32.5
2009-02-24,Charlotte,55,3.8182,0.0,32.5
2009-02-25,Charlotte,50,2.3,0.0,43.5
2009-02-26,Charlotte,15,4.0,0.0,54.0
2009-02-27,Charlotte,25,2.0,0.19,53.5
2009-02-28,Charlotte,60,3.5833,0.84,46.0
2009-03-01,Charlotte,50,3.9,2.18,34.5
2009-03-02,Charlotte,45,3.3333,0.01,29.0
2009-03-03,Charlotte,20,3.5,0.0,26.0
2009-03-04,Charlotte,20,3.75,0.0,35.5
2009-03-05,Charlotte,15,4.0,0.0,44.0
2009-03-06,Charlotte,50,3.7,0.0,55.5
2009-03-07,Charlotte,25,3.6,0.0,63.0
2009-03-08,Charlotte,20,3.75,0.0,65.5
2009-03-09,Charlotte,20,3.25,0.0,68.0
2009-03-11,Charlotte,10,4.5,0.01,69.5
2009-03-12,Charlotte,30,3.6667,0.0,52.5
2009-03-13,Charlotte,10,4.5,0.11,42.5
2009-03-14,Charlotte,40,4.0,0.6,40.0
2009-03-15,Charlotte,35,4.2857,0.58,45.5
2009-03-16,Charlotte,15,3.6667,0.1,48.5
2009-03-17,Charlotte,10,4.0,0.0,54.5
2009-03-18,Charlotte,35,4.1429,0.0,52.5
2009-03-19,Charlotte,80,3.875,0.16,57.5
2009-03-20,Charlotte,15,4.3333,0.0,49.0
2009-03-21,Charlotte,5,3.0,0.0,47.0
2009-03-22,Charlotte,15,3.6667,0.0,48.0
2009-03-23,Charlotte,45,3.3333,0.0,55.5
2009-03-25,Charlotte,5,4.0,0.25,45.5
2009-03-26,Charlotte,10,5.0,0.18,50.5
2009-03-27,Charlotte,65,4.0769,0.31,58.5
2009-03-28,Charlotte,50,3.9,0.91,57.0
2009-03-29,Charlotte,35,4.5714,0.0,53.0
2009-03-30,Charlotte,35,2.8571,0.0,51.5
2009-04-01,Charlotte,15,3.3333,0.04,59.0
2009-04-02,Charlotte,20,3.5,0.2,62.5
2009-04-03,Charlotte,25,3.6,0.07,62.5
2009-04-04,Charlotte,45,3.6667,0.0,56.0
2009-04-05,Charlotte,5,1.0,0.0,61.5
2009-04-06,Charlotte,50,3.6,0.07,55.5
2009-04-07,Charlotte,30,3.8333,0.0,43.5
2009-04-08,Charlotte,55,4.2727,0.0,48.0
2009-04-09,Charlotte,25,4.0,0.0,55.0
2009-04-10,Charlotte,25,4.2,1.12,60.5
2009-04-11,Charlotte,25,3.8,0.0,58.5
2009-04-12,Charlotte,5,1.0,0.0,51.0
2009-04-13,Charlotte,45,3.5556,0.17,55.5
2009-04-14,Charlotte,30,4.1667,0.06,60.0
2009-04-15,Charlotte,50,3.5,0.0,59.0
2009-04-16,Charlotte,10,2.5,0.0,54.5
2009-04-17,Charlotte,25,4.8,0.0,53.0
2009-04-18,Charlotte,15,3.6667,0.0,61.0
2009-04-19,Charlotte,10,2.0,0.0,60.0
2009-04-20,Charlotte,25,3.2,0.57,65.0
2009-04-21,Charlotte,20,3.75,0.0,56.5
2009-04-22,Charlotte,15,3.6667,0.0,54.5
2009-04-23,Charlotte,20,4.0,0.0,61.0
2009-04-24,Charlotte,20,4.0,0.0,69.0
2009-04-25,Charlotte,20,2.75,0.0,74.0
2009-04-26,Charlotte,25,2.6,0.0,71.0
2009-04-27,Charlotte,20,3.25,0.0,69.0
2009-04-28,Charlotte,35,2.7143,0.0,65.5
2009-04-29,Charlotte,20,3.75,0.0,69.0
2009-04-30,Charlotte,25,3.0,0.0,69.0
2009-05-01,Charlotte,80,3.625,0.0,73.0
2009-05-02,Charlotte,20,4.25,0.53,72.5
2009-05-03,Charlotte,10,3.5,0.0,71.0
2009-05-04,Charlotte,20,3.5,0.34,71.0
2009-05-05,Charlotte,40,4.125,2.4,70.5
2009-05-06,Charlotte,25,3.8,0.05,69.5
2009-05-07,Charlotte,10,3.5,0.07,73.0
2009-05-08,Charlotte,40,4.0,0.07,68.0
2009-05-09,Charlotte,10,3.5,0.04,76.5
2009-05-10,Charlotte,30,3.6667,0.09,68.0
2009-05-11,Charlotte,35,3.7143,0.17,56.0
2009-05-12,Charlotte,35,4.0,0.0,59.0
2009-05-13,Charlotte,50,3.9,0.0,62.5
2009-05-14,Charlotte,40,3.625,0.0,69.0
2009-05-15,Charlotte,50,2.8,0.0,74.5
2009-05-16,Charlotte,5,3.0,0.0,72.0
2009-05-17,Charlotte,35,3.7143,0.23,62.0
2009-05-18,Charlotte,10,3.0,0.0,54.5
2009-05-19,Charlotte,15,4.0,0.0,55.0
2009-05-20,Charlotte,20,4.0,0.0,61.5
2009-05-21,Charlotte,10,4.5,0.0,70.5
2009-05-22,Charlotte,20,2.5,0.0,70.0
2009-05-23,Charlotte,45,3.0,0.07,69.5
2009-05-24,Charlotte,50,3.6,1.03,72.5
2009-05-25,Charlotte,35,3.2857,1.33,74.0
2009-05-26,Charlotte,35,4.1429,0.32,75.5
2009-05-27,Charlotte,30,3.5,0.04,74.0
2009-05-28,Charlotte,60,3.5,0.5,75.5
2009-05-29,Charlotte,30,3.5,0.0,74.5
2009-05-30,Charlotte,40,2.25,0.0,71.0
2009-05-31,Charlotte,40,3.125,0.0,75.0
2009-06-01,Charlotte,70,3.5,0.0,76.5
2009-06-02,Charlotte,25,3.0,0.0,75.5
2009-06-03,Charlotte,50,3.8,0.0,77.5
2009-06-04,Charlotte,40,3.375,1.12,74.0
2009-06-05,Charlotte,35,3.0,2.45,73.5
2009-06-06,Charlotte,10,4.0,0.0,71.5
2009-06-07,Charlotte,35,3.1429,0.0,74.0
2009-06-08,Charlotte,25,3.0,0.0,74.5
2009-06-09,Charlotte,50,3.3,0.0,78.5
2009-06-10,Charlotte,20,4.5,0.06,76.0
2009-06-11,Charlotte,25,3.4,0.03,75.5
2009-06-12,Charlotte,15,3.3333,0.33,76.5
2009-06-14,Charlotte,30,4.0,0.0,75.5
2009-06-15,Charlotte,15,4.3333,0.0,76.0
2009-06-16,Charlotte,55,4.3636,0.67,75.5
2009-06-17,Charlotte,25,3.6,0.08,71.0
2009-06-18,Charlotte,10,3.0,0.0,79.0
2009-06-19,Charlotte,35,3.8571,0.0,77.0
2009-06-20,Charlotte,15,3.6667,0.0,82.5
2009-06-21,Charlotte,25,2.4,0.0,80.5
2009-06-22,Charlotte,45,3.8889,0.0,77.0
2009-06-23,Charlotte,60,3.8333,0.0,77.0
2009-06-24,Charlotte,30,3.8333,0.0,78.5
2009-06-25,Charlotte,30,3.8333,0.0,77.0
2009-06-26,Charlotte,30,4.1667,0.0,80.0
2009-06-27,Charlotte,15,2.6667,0.0,82.5
2009-06-28,Charlotte,45,3.7778,0.0,79.0
2009-06-29,Charlotte,10,3.5,0.0,78.0
2009-06-30,Charlotte,40,4.0,0.0,76.0
2009-07-01,Charlotte,10,3.0,0.04,76.0
2009-07-02,Charlotte,15,4.0,0.16,74.0
2009-07-03,Charlotte,5,5.0,0.0,73.0
2009-07-05,Charlotte,10,4.0,0.0,78.0
2009-07-06,Charlotte,30,3.5,0.0,79.5
2009-07-07,Charlotte,5,1.0,0.0,77.5
2009-07-08,Charlotte,30,4.3333,0.0,75.5
2009-07-09,Charlotte,20,4.25,1.82,69.5
2009-07-10,Charlotte,20,4.0,0.0,73.0
2009-07-11,Charlotte,30,3.3333,0.0,77.5
2009-07-12,Charlotte,25,4.6,0.0,81.0
2009-07-13,Charlotte,20,3.75,0.01,76.0
2009-07-14,Charlotte,10,2.5,0.0,77.0
2009-07-15,Charlotte,5,2.0,0.0,75.5
2009-07-16,Charlotte,30,2.6667,0.0,82.0
2009-07-17,Charlotte,35,3.8571,0.0,82.5
2009-07-18,Charlotte,15,2.6667,0.0,74.5
2009-07-19,Charlotte,55,3.4545,0.0,72.0
2009-07-20,Charlotte,35,3.2857,0.0,74.0
2009-07-21,Charlotte,35,3.2857,0.06,75.0
2009-07-22,Charlotte,25,3.8,0.61,78.5
2009-07-23,Charlotte,20,4.5,0.33,78.5
2009-07-24,Charlotte,5,4.0,0.0,77.5
2009-07-25,Charlotte,5,4.0,0.0,78.5
2009-07-26,Charlotte,35,4.4286,0.01,81.5
2009-07-27,Charlotte,45,3.7778,0.0,80.5
2009-07-28,Charlotte,20,4.75,1.07,81.0
2009-07-29,Charlotte,20,3.5,0.29,77.5
2009-07-30,Charlotte,50,3.8,0.15,80.5
2009-07-31,Charlotte,40,3.25,0.14,78.0
2009-08-02,Charlotte,25,3.6,0.06,77.0
2009-08-03,Charlotte,45,3.4444,0.0,78.0
2009-08-04,Charlotte,50,3.3,0.0,78.0
2009-08-05,Charlotte,35,3.1429,0.43,81.0
2009-08-06,Charlotte,45,4.2222,0.0,76.5
2009-08-07,Charlotte,25,3.4,0.0,75.5
2009-08-08,Charlotte,15,4.0,0.0,80.5
2009-08-09,Charlotte,50,3.5,0.0,83.5
2009-08-10,Charlotte,15,2.6667,0.0,83.5
2009-08-11,Charlotte,35,3.7143,0.11,84.0
