date,city,business,avg_stars,diff_precip,avg_temp
2016-05-31,Charlotte,"""""""Starbucks""""""",5.0,0.0,86.0
2016-06-04,Charlotte,"""""""Starbucks""""""",5.0,0.0,93.5
2016-06-05,Charlotte,"""""""Starbucks""""""",2.0,0.0,93.0
2016-06-06,Charlotte,"""""""Starbucks""""""",1.0,0.0,90.5
2016-06-08,Charlotte,"""""""Starbucks""""""",3.0,0.0,94.0
2016-06-16,Charlotte,"""""""Starbucks""""""",1.0,0.0,81.5
2016-06-22,Charlotte,"""""""Starbucks""""""",5.0,0.0,94.5
2016-06-23,Charlotte,"""""""Starbucks""""""",5.0,0.0,94.0
2016-06-28,Charlotte,"""""""Starbucks""""""",3.5,0.0,98.0
2016-07-04,Charlotte,"""""""Starbucks""""""",3.0,0.0,93.0
2016-07-08,Charlotte,"""""""Starbucks""""""",3.0,0.0,92.5
2016-07-09,Charlotte,"""""""Starbucks""""""",3.0,0.0,92.0
2016-07-10,Charlotte,"""""""Starbucks""""""",4.0,0.0,92.0
2016-07-12,Charlotte,"""""""Starbucks""""""",1.0,0.0,89.5
2016-07-13,Charlotte,"""""""Starbucks""""""",5.0,0.0,89.5
2016-07-15,Charlotte,"""""""Starbucks""""""",5.0,0.0,94.0
2016-07-19,Charlotte,"""""""Starbucks""""""",1.0,0.0,94.5
2016-07-21,Charlotte,"""""""Starbucks""""""",4.0,0.0,95.5
2016-07-22,Charlotte,"""""""Starbucks""""""",5.0,0.0,97.5
2016-07-23,Charlotte,"""""""Starbucks""""""",3.5,0.0,97.5
2016-07-24,Charlotte,"""""""Starbucks""""""",2.5,0.0,97.5
2016-07-26,Charlotte,"""""""Starbucks""""""",5.0,0.0,98.0
2016-07-27,Charlotte,"""""""Starbucks""""""",5.0,0.0,99.5
2016-07-29,Charlotte,"""""""Starbucks""""""",4.0,0.0,101.5
2016-08-03,Charlotte,"""""""Starbucks""""""",5.0,0.0,91.0
2016-08-05,Charlotte,"""""""Starbucks""""""",1.0,0.0,87.5
2016-08-09,Charlotte,"""""""Starbucks""""""",2.0,0.0,92.0
2016-08-12,Charlotte,"""""""Starbucks""""""",4.0,0.0,90.0
2016-08-17,Charlotte,"""""""Starbucks""""""",4.0,0.0,92.0
2016-08-18,Charlotte,"""""""Starbucks""""""",5.0,0.0,92.0
2016-08-20,Charlotte,"""""""Starbucks""""""",2.0,0.0,91.5
2016-08-21,Charlotte,"""""""Starbucks""""""",1.0,0.0,90.0
2016-08-25,Charlotte,"""""""Starbucks""""""",1.0,0.0,88.5
2016-08-26,Charlotte,"""""""Starbucks""""""",5.0,0.0,86.5
2016-08-29,Charlotte,"""""""Starbucks""""""",5.0,0.0,88.5
2016-08-30,Charlotte,"""""""Starbucks""""""",5.0,0.0,90.5
2016-08-31,Charlotte,"""""""Starbucks""""""",3.0,0.0,91.0
2016-09-04,Charlotte,"""""""Starbucks""""""",5.0,0.0,83.5
2016-09-08,Charlotte,"""""""Starbucks""""""",2.0,0.0,86.0
2016-09-10,Charlotte,"""""""Starbucks""""""",5.0,0.0,87.0
2016-09-11,Charlotte,"""""""Starbucks""""""",4.0,0.0,87.5
2016-09-14,Charlotte,"""""""Starbucks""""""",4.0,0.0,73.5
2016-09-18,Charlotte,"""""""Starbucks""""""",1.0,0.0,82.5
2016-09-20,Charlotte,"""""""Starbucks""""""",5.0,0.0,78.5
2016-09-21,Charlotte,"""""""Starbucks""""""",4.0,0.0,74.5
2016-10-02,Charlotte,"""""""Starbucks""""""",1.0,0.0,78.5
2016-10-09,Charlotte,"""""""Starbucks""""""",2.0,0.0,75.5
2016-10-12,Charlotte,"""""""Starbucks""""""",2.0,0.0,74.0
2016-10-17,Charlotte,"""""""Starbucks""""""",4.0,0.0,69.0
2016-10-23,Charlotte,"""""""Starbucks""""""",2.0,0.07,72.0
2016-10-25,Charlotte,"""""""Starbucks""""""",4.5,0.0,66.5
2016-10-27,Charlotte,"""""""Starbucks""""""",4.0,0.0,69.0
2016-10-30,Charlotte,"""""""Starbucks""""""",1.5,0.0,73.5
2016-10-31,Charlotte,"""""""Starbucks""""""",2.0,0.0,64.5
2016-11-01,Charlotte,"""""""Starbucks""""""",2.0,0.0,61.0
2016-11-05,Charlotte,"""""""Starbucks""""""",1.0,0.0,68.5
2016-11-06,Charlotte,"""""""Starbucks""""""",2.0,0.0,66.5
2016-11-07,Charlotte,"""""""Starbucks""""""",2.0,0.0,67.5
2016-11-11,Charlotte,"""""""Starbucks""""""",4.0,0.0,64.5
2016-11-12,Charlotte,"""""""Starbucks""""""",2.0,0.0,63.5
2016-11-13,Charlotte,"""""""Starbucks""""""",3.0,0.0,64.5
2016-11-15,Charlotte,"""""""Starbucks""""""",4.0,0.0,61.5
2016-11-18,Charlotte,"""""""Starbucks""""""",1.0,0.0,49.0
2016-11-19,Charlotte,"""""""Starbucks""""""",3.0,0.0,53.0
2016-11-20,Charlotte,"""""""Starbucks""""""",3.0,0.0,58.0
2016-11-22,Charlotte,"""""""Starbucks""""""",4.0,0.0,56.0
2016-11-23,Charlotte,"""""""Starbucks""""""",4.0,0.0,53.0
2016-11-24,Charlotte,"""""""Starbucks""""""",2.0,0.0,51.5
2016-11-29,Charlotte,"""""""Starbucks""""""",1.0,0.0,48.5
2016-12-01,Charlotte,"""""""Starbucks""""""",4.0,0.0,46.0
2016-12-03,Charlotte,"""""""Starbucks""""""",1.0,0.0,50.5
2016-12-04,Charlotte,"""""""Starbucks""""""",4.0,0.0,47.5
2016-12-15,Charlotte,"""""""Starbucks""""""",2.0,0.0,57.0
2016-12-16,Charlotte,"""""""Starbucks""""""",2.0,0.01,58.0
2016-12-22,Charlotte,"""""""Starbucks""""""",1.0,0.41,46.5
2016-12-24,Charlotte,"""""""Starbucks""""""",3.0,0.28,44.5
2016-12-25,Charlotte,"""""""Starbucks""""""",1.0,0.0,40.0
2016-12-28,Charlotte,"""""""Starbucks""""""",4.0,0.0,43.0
2016-12-30,Charlotte,"""""""Starbucks""""""",3.0,0.01,44.5
2017-01-02,Charlotte,"""""""Starbucks""""""",2.0,0.0,51.5
2017-01-09,Charlotte,"""""""Starbucks""""""",1.0,0.0,55.0
2017-01-10,Charlotte,"""""""Starbucks""""""",3.5,0.0,53.0
2017-01-15,Charlotte,"""""""Starbucks""""""",4.0,0.0,50.5
2017-01-17,Charlotte,"""""""Starbucks""""""",2.25,0.0,0.0
2017-01-20,Charlotte,"""""""Starbucks""""""",2.0,0.4,45.5
2017-01-23,Charlotte,"""""""Starbucks""""""",1.0,0.1,46.5
2017-01-25,Charlotte,"""""""Starbucks""""""",3.0,0.0,42.5
2017-01-29,Charlotte,"""""""Starbucks""""""",2.5,0.0,48.5
2017-01-30,Charlotte,"""""""Starbucks""""""",1.0,0.0,51.0
2017-01-31,Charlotte,"""""""Starbucks""""""",1.0,0.0,50.5
2017-02-09,Charlotte,"""""""Starbucks""""""",1.0,0.0,61.5
2017-02-12,Charlotte,"""""""Starbucks""""""",4.0,0.01,58.0
2017-02-18,Charlotte,"""""""Starbucks""""""",2.5,0.71,54.0
2017-02-19,Charlotte,"""""""Starbucks""""""",2.0,0.04,54.0
2017-02-20,Charlotte,"""""""Starbucks""""""",4.0,0.0,58.0
2017-02-21,Charlotte,"""""""Starbucks""""""",4.0,0.0,60.5
2017-02-22,Charlotte,"""""""Starbucks""""""",2.0,0.0,56.0
2017-02-23,Charlotte,"""""""Starbucks""""""",4.0,0.0,48.0
2017-02-24,Charlotte,"""""""Starbucks""""""",4.0,0.0,45.0
2017-02-25,Charlotte,"""""""Starbucks""""""",5.0,0.0,42.5
2017-02-28,Charlotte,"""""""Starbucks""""""",5.0,0.0,53.0
2017-03-03,Charlotte,"""""""Starbucks""""""",1.0,0.0,56.0
2017-03-06,Charlotte,"""""""Starbucks""""""",4.0,0.0,48.0
2017-03-08,Charlotte,"""""""Starbucks""""""",1.0,0.0,62.0
2017-03-11,Charlotte,"""""""Starbucks""""""",4.0,0.0,69.5
2017-03-12,Charlotte,"""""""Starbucks""""""",2.5,0.0,72.0
2017-03-27,Charlotte,"""""""Starbucks""""""",5.0,0.0,60.5
2017-03-29,Charlotte,"""""""Starbucks""""""",2.0,0.0,65.5
2017-03-30,Charlotte,"""""""Starbucks""""""",1.0,0.0,63.0
2017-04-04,Charlotte,"""""""Starbucks""""""",2.0,0.0,59.0
2017-04-06,Charlotte,"""""""Starbucks""""""",3.0,0.0,68.0
2017-04-07,Charlotte,"""""""Starbucks""""""",2.0,0.0,74.5
2017-04-08,Charlotte,"""""""Starbucks""""""",1.0,0.0,65.5
2017-04-09,Charlotte,"""""""Starbucks""""""",5.0,0.0,58.5
2017-04-11,Charlotte,"""""""Starbucks""""""",4.0,0.0,66.0
2017-04-18,Charlotte,"""""""Starbucks""""""",3.0,0.0,73.0
2017-04-20,Charlotte,"""""""Starbucks""""""",4.0,0.0,71.5
2017-04-23,Charlotte,"""""""Starbucks""""""",1.0,0.0,75.5
2017-04-24,Charlotte,"""""""Starbucks""""""",1.0,0.0,72.0
2017-04-26,Charlotte,"""""""Starbucks""""""",1.0,0.0,71.0
2017-04-28,Charlotte,"""""""Starbucks""""""",2.5,0.0,65.0
2017-04-30,Charlotte,"""""""Starbucks""""""",1.0,0.0,69.5
2017-05-01,Charlotte,"""""""Starbucks""""""",4.0,0.0,76.0
2017-05-08,Charlotte,"""""""Starbucks""""""",1.0,0.0,66.0
2017-05-09,Charlotte,"""""""Starbucks""""""",1.0,0.0,66.5
2017-05-10,Charlotte,"""""""Starbucks""""""",1.0,0.0,64.5
2017-05-13,Charlotte,"""""""Starbucks""""""",3.0,0.0,73.0
2017-05-19,Charlotte,"""""""Starbucks""""""",3.5,0.0,66.0
2017-05-28,Charlotte,"""""""Starbucks""""""",1.0,0.0,82.0
2017-05-29,Charlotte,"""""""Starbucks""""""",5.0,0.0,84.5
2017-06-02,Charlotte,"""""""Starbucks""""""",1.0,0.0,82.0
2017-06-09,Charlotte,"""""""Starbucks""""""",1.0,0.0,85.0
2017-06-11,Charlotte,"""""""Starbucks""""""",2.0,0.0,76.5
2017-06-13,Charlotte,"""""""Starbucks""""""",1.0,0.0,76.5
2017-06-15,Charlotte,"""""""Starbucks""""""",1.0,0.0,88.0
2017-06-16,Charlotte,"""""""Starbucks""""""",3.3333,0.0,92.0
2017-06-18,Charlotte,"""""""Starbucks""""""",4.0,0.0,97.5
2017-06-19,Charlotte,"""""""Starbucks""""""",1.0,0.0,99.0
2017-06-20,Charlotte,"""""""Starbucks""""""",3.0,0.0,100.5
2017-06-21,Charlotte,"""""""Starbucks""""""",4.0,0.0,97.5
2017-06-22,Charlotte,"""""""Starbucks""""""",2.0,0.0,97.5
2017-06-26,Charlotte,"""""""Starbucks""""""",1.0,0.0,98.0
2017-06-30,Charlotte,"""""""Starbucks""""""",2.5,0.0,92.5
2017-07-08,Charlotte,"""""""Starbucks""""""",2.0,0.0,101.0
2017-07-10,Charlotte,"""""""Starbucks""""""",4.0,0.11,95.5
2017-07-13,Charlotte,"""""""Starbucks""""""",4.0,0.0,93.0
2017-07-15,Charlotte,"""""""Starbucks""""""",1.0,0.0,100.0
2017-07-17,Charlotte,"""""""Starbucks""""""",5.0,0.0,94.0
2017-07-24,Charlotte,"""""""Starbucks""""""",1.0,0.0,91.0
2017-07-27,Charlotte,"""""""Starbucks""""""",4.0,0.0,91.0
2017-07-29,Charlotte,"""""""Starbucks""""""",4.0,0.0,95.0
2017-07-30,Charlotte,"""""""Starbucks""""""",4.0,0.0,88.0
2017-07-31,Charlotte,"""""""Starbucks""""""",1.0,0.0,95.0
2017-08-02,Charlotte,"""""""Starbucks""""""",4.0,0.0,89.0
2017-08-06,Charlotte,"""""""Starbucks""""""",3.0,0.0,88.0
2017-08-08,Charlotte,"""""""Starbucks""""""",5.0,0.0,91.5
2017-08-11,Charlotte,"""""""Starbucks""""""",1.0,0.05,90.0
2017-08-12,Charlotte,"""""""Starbucks""""""",3.0,0.0,89.5
2017-08-18,Charlotte,"""""""Starbucks""""""",4.5,0.0,87.0
2017-08-19,Charlotte,"""""""Starbucks""""""",5.0,0.0,89.0
2017-08-25,Charlotte,"""""""Starbucks""""""",2.5,0.0,87.0
2017-08-27,Charlotte,"""""""Starbucks""""""",5.0,0.0,96.5
2017-08-29,Charlotte,"""""""Starbucks""""""",1.0,0.0,95.5
2017-08-31,Charlotte,"""""""Starbucks""""""",1.0,0.0,92.0
2017-09-02,Charlotte,"""""""Starbucks""""""",1.0,0.0,94.0
2017-09-03,Charlotte,"""""""Starbucks""""""",1.0,0.0,92.5
2017-09-07,Charlotte,"""""""Starbucks""""""",4.0,0.0,90.0
2017-09-08,Charlotte,"""""""Starbucks""""""",4.0,0.0,77.0
2017-09-12,Charlotte,"""""""Starbucks""""""",3.0,0.0,90.0
2017-09-14,Charlotte,"""""""Starbucks""""""",4.0,0.0,82.0
2017-09-15,Charlotte,"""""""Starbucks""""""",3.5,0.0,79.5
2017-09-16,Charlotte,"""""""Starbucks""""""",4.0,0.0,80.5
2017-09-18,Charlotte,"""""""Starbucks""""""",3.0,0.0,81.5
2017-09-19,Charlotte,"""""""Starbucks""""""",2.0,0.0,81.5
2017-09-20,Charlotte,"""""""Starbucks""""""",4.0,0.0,79.0
2017-09-21,Charlotte,"""""""Starbucks""""""",2.0,0.0,73.5
2017-09-25,Charlotte,"""""""Starbucks""""""",4.0,0.0,69.5
2017-09-26,Charlotte,"""""""Starbucks""""""",2.0,0.0,72.0
2017-10-02,Charlotte,"""""""Starbucks""""""",1.0,0.0,68.0
2017-10-03,Charlotte,"""""""Starbucks""""""",1.0,0.0,70.0
2017-10-04,Charlotte,"""""""Starbucks""""""",3.0,0.0,72.0
2017-10-08,Charlotte,"""""""Starbucks""""""",2.0,0.0,74.5
2017-10-09,Charlotte,"""""""Starbucks""""""",5.0,0.0,65.0
2017-10-10,Charlotte,"""""""Starbucks""""""",1.0,0.0,62.0
2017-10-11,Charlotte,"""""""Starbucks""""""",5.0,0.0,69.0
